id,product_id,image_url,is_main
00291a47-e111-4919-a791-c37ce4437de8,80b54cca-851f-46c1-b531-9ba760d64f4e,https://ttgydbwycgxenhhqiicf.supabase.co/storage/v1/object/public/product_images/80b54cca-851f-46c1-b531-9ba760d64f4e/sub_1.jpg,false
00694bf5-7392-4712-ab00-0756be41029d,ccb02aa9-465d-4ca5-9221-b4a9b10226ed,https://ttgydbwycgxenhhqiicf.supabase.co/storage/v1/object/public/product_images/ccb02aa9-465d-4ca5-9221-b4a9b10226ed/sub_1.jpg,false
00a64d27-b91b-42b1-a201-25fb88d3d279,f78aca2d-9159-438c-bc5c-1a5eb475856b,https://ttgydbwycgxenhhqiicf.supabase.co/storage/v1/object/public/product_images/f78aca2d-9159-438c-bc5c-1a5eb475856b/sub_4.jpg,false
00b9ba9e-825b-46a2-afcf-fdf5b3defd91,79aa8d4e-5b1c-444e-8325-dd9da4acf7d8,https://ttgydbwycgxenhhqiicf.supabase.co/storage/v1/object/public/product_images/79aa8d4e-5b1c-444e-8325-dd9da4acf7d8/sub_1.jpg,false
00c2d4e9-1a02-4b1d-95a7-348856527e9f,4fe6c49f-787f-4aa8-b54e-d7f9440aa8aa,https://ttgydbwycgxenhhqiicf.supabase.co/storage/v1/object/public/product_images/4fe6c49f-787f-4aa8-b54e-d7f9440aa8aa/sub_1.jpg,false
00ddebac-8781-4807-88cd-0db0d3f4cac3,451ce112-3e56-4f83-a9f9-60f2a012cdab,https://ttgydbwycgxenhhqiicf.supabase.co/storage/v1/object/public/product_images/451ce112-3e56-4f83-a9f9-60f2a012cdab/sub_4.jpg,false
00f58d08-cff5-4944-82b7-046c2e9d23e5,0ec6e3fd-a86b-4e30-be44-0b5c6aa1fd62,https://ttgydbwycgxenhhqiicf.supabase.co/storage/v1/object/public/product_images/0ec6e3fd-a86b-4e30-be44-0b5c6aa1fd62/sub_4.jpg,false
011b1719-28db-4c38-aaca-da36deedb44f,f8b2a9fc-d380-42f1-8ccc-9ecd78589e60,https://ttgydbwycgxenhhqiicf.supabase.co/storage/v1/object/public/product_images/f8b2a9fc-d380-42f1-8ccc-9ecd78589e60/sub_3.jpg,false
019b0eed-e5be-44a9-8497-cae770b424bf,b5ac83a0-172a-4e60-b280-bffe680f3bf5,https://ttgydbwycgxenhhqiicf.supabase.co/storage/v1/object/public/product_images/b5ac83a0-172a-4e60-b280-bffe680f3bf5/sub_3.jpg,false
01aa3dc4-7381-44ec-adbb-cb6fb9236183,882cd8df-9f65-4b55-8db7-3aed6dd473e5,https://ttgydbwycgxenhhqiicf.supabase.co/storage/v1/object/public/product_images/882cd8df-9f65-4b55-8db7-3aed6dd473e5/sub_3.jpg,false
01ae1b70-09d8-4f56-8d07-dadd75ee6f27,01a107c6-b1eb-46a3-a620-ed00afbdc10e,https://ttgydbwycgxenhhqiicf.supabase.co/storage/v1/object/public/product_images/01a107c6-b1eb-46a3-a620-ed00afbdc10e/sub_2.jpg,false
01bec9c3-db64-4e80-aaca-36973bec3ae6,99fb8f6e-00cd-4222-989c-de362d5b27cb,https://ttgydbwycgxenhhqiicf.supabase.co/storage/v1/object/public/product_images/99fb8f6e-00cd-4222-989c-de362d5b27cb/sub_3.jpg,false
01c3e0cb-f27c-4a28-9a18-f37e4daba70c,c6ee8879-100b-44d0-8fd0-c648f01bd009,https://ttgydbwycgxenhhqiicf.supabase.co/storage/v1/object/public/product_images/c6ee8879-100b-44d0-8fd0-c648f01bd009/sub_2.jpg,false
01c65222-1093-441b-9eec-c35e675eeeed,72fd04e6-f4bb-43f2-8198-35147973b8bc,https://ttgydbwycgxenhhqiicf.supabase.co/storage/v1/object/public/product_images/72fd04e6-f4bb-43f2-8198-35147973b8bc/sub_3.jpg,false
01dccc8f-c85d-4e2d-8e27-6d0e57e5622b,5562cd2d-9df0-46e9-a45d-190f249b58f3,https://ttgydbwycgxenhhqiicf.supabase.co/storage/v1/object/public/product_images/5562cd2d-9df0-46e9-a45d-190f249b58f3/sub_3.jpg,false
0239f9a7-ced0-4eca-ac34-30c1c4a7a8ae,701e5476-480c-4192-900e-e0a11fb22428,https://ttgydbwycgxenhhqiicf.supabase.co/storage/v1/object/public/product_images/701e5476-480c-4192-900e-e0a11fb22428/main.jpg,true
02601362-33be-440c-a1e4-e3ad680f9d5a,b66468c0-1a5a-462f-b3c2-261915108244,https://ttgydbwycgxenhhqiicf.supabase.co/storage/v1/object/public/product_images/b66468c0-1a5a-462f-b3c2-261915108244/sub_1.jpg,false
